-4.76956038, -0.61469609, -0.13369478,  0.0746882 , -0.57633053,-0.674536  , -0.39756909, -0.86870022, -0.49569566, -0.60021654
8.85999474e+00,   4.07608881e-01,   1.60295471e+00,1.70560214e-01,  -8.36327523e+00,  -1.35616677e+00,2.46392730e-01,   4.51786315e+00,  -2.69727137e+00,6.30877645e-01
-3.48530529e-02,   4.51668320e-01,  -2.18393532e+00,3.27875601e-01,  -7.79779477e-01,  -3.89710312e+00,6.17187440e-01,  -3.75862861e+00,  -2.72479948e+00,1.40536366e+01
-3.48263648e-01,  -9.36526913e-01,  -4.72636538e-02,-1.26351606e-01,   7.10293990e-01,  -1.53302163e+02,-8.73496999e-01,   7.02334492e-01,  -1.30076178e+00,8.76533444e-01
-7.00118834e-01,  -8.83360474e-02,  -3.07473688e-01,-1.25989909e-01,   9.95698753e-02,  -3.57039041e-01,-1.29905599e-01,   4.59353607e-01,  -1.32372978e+00,2.95902065e-01
-1.65082844e+00,  -4.79112764e-01,  -5.20139891e+00,1.07901965e-01,   7.61594036e-02,   3.94178222e-01,1.39260127e+00,  -2.15607810e-02,  -5.77329127e+00,9.60406349e+00
-1.09951455e+00,   1.52857805e+00,   6.78436474e-01,-1.05351925e+01,  -7.67106599e-01,  -1.25164649e+00,-1.85482546e+00,   1.66275035e+00,   5.62955092e+00,8.96105713e+00
-2.82589769e-01,  -1.50398773e+00,   1.39974791e+00,1.14395657e+00,  -6.05056784e-01,  -8.78470771e-02,5.92106128e-01,   4.11635695e-01,  -5.31491923e+00,1.28308615e+00
 9.76643115e-01,  -1.22453460e+00,  -1.16986940e+00,-1.04825124e-01,  -8.68946914e-01,  -1.29922058e-01,-6.59185781e-01,  -1.04262826e+00,  -7.13147796e-01,9.26845925e+00
 5.19391171e-01,   1.56721106e-01,  -1.72291698e-02,-3.21239753e+00,   2.52291691e-01,   5.46892068e-01,-5.95687818e-01,  -5.00267586e-01,  -3.35742321e+00,1.53771146e-02
-9.57631187e-01,   9.04216047e-01,   2.57194687e-01,-1.26968336e+00,   6.26189516e-01,   1.03312933e+00,3.60027810e-01,  -1.69903033e-01,  -2.60672743e-01,-1.19255566e+00
0.38835538,  0.5437777 , -0.10893923, -0.29444348, -0.5379711 ,-0.48257525, -0.87045769,  0.6516876 ,  0.73527381,  0.80876931
-0.7490764,NA,NA,NA,NA,NA,NA,NA,NA,NA
