-0.5086871 , -0.65761324, -0.01934239,  0.09133456, -0.59037903,-0.25943312, -0.48168332, -0.44921944, -0.53820795, -0.05181481
-8.65913997e-01,   2.06876561e+00,   3.78336093e+00,1.00751937e+00,  -8.25755182e-01,  -5.05562708e+00,1.60055403e+00,  -3.02065346e+00,  -1.72536495e+00,-1.52314610e+00,
-7.07251063e+00,  -2.60344277e-01,   4.03088470e-02,-3.66149650e-03,   1.83992041e+00,   3.92607148e+00,-1.27939758e+00,  -1.19644992e+00,  -1.01258720e+00,-6.94196869e+00
-1.82658750e-01,  -4.59422689e-01,   4.44330673e-01,-1.04237310e+00,   1.07495248e-02,   2.31307754e+00,-2.47710921e+00,  -3.18260620e-01,  -6.55962269e+00,1.84795016e+00
 7.44521375e-01,   2.88591626e-01,   2.16647176e-01,7.47659551e-02,  -2.95571265e-01,  -8.48476903e-01,-1.84015458e-01,   1.01484851e-01,  -5.77553078e-01,5.71638847e-01
 3.09302155e-01,  -4.04322158e+00,  -9.17438454e-01,-1.77763696e-01,   5.09872580e-02,   2.89329799e+00,1.42881280e+00,  -2.85608121e+00,   1.54506248e+00,-6.24982696e+00
-8.53679882e-01,  -7.49085488e-01,  -7.38442416e-01,-1.56673797e+01,   3.65671280e+00,  -2.20323082e-01,-2.48255941e+00,   1.03000007e+01,   3.46958732e+00,-2.81923988e+01
-6.69097434e-01,  -4.25530856e+00,  -4.13294331e-01,-7.69833622e-01,   8.21478725e-02,   1.00458889e-01,-9.78825346e-01,   4.13677903e+00,   2.66955614e+00,-5.61497392e-01
-1.94769149e-01,  -8.92240332e-01,  -1.79625120e+00,5.85996990e+00,  -6.21690246e+00,  -2.09123746e+00,-8.60363023e-01,  -8.16672631e-01,   3.49699474e+00,-1.22988749e+01
-1.25004364e+01,  -6.15727637e-01,  -7.56537556e+01,2.53302192e-01,   1.99178599e-01,  -5.24101855e+00,-2.62150906e-01,  -2.36286167e-01,   6.02899338e-02,4.48636369e-01
-3.87495005e+00,   2.56435851e+00,  -6.37043954e+00,-2.50840278e+00,   3.04970791e-01,   1.18813524e+00,-1.56022928e+00,  -3.13289821e-01,   1.52442507e+01,-8.94424997e-01
-0.66380166,  0.96442327, -0.45534976,  0.46315315,  0.67426712, -0.23151653, -0.21361432,  0.38319827,  0.15501736, -0.37737103
-0.29170271,NA,NA,NA,NA,NA,NA,NA,NA,NA
