0.26184575, -1.45728719,  0.66044713, -0.66915253, -0.17826467,0.98595134,  0.13183844, -0.23688946, -0.18624695,  0.20977064
1.96680133e+00,   4.24698997e-01,   5.79957890e-01, 2.89196494e-01,  -1.88207177e+00,  -4.32172105e-01, 3.80266006e-01,   3.24442892e-02,   1.02566502e-01,-6.59592663e-01
6.78989784e-01,   8.19738568e-02,   2.35078433e+00, 1.56622335e+00,   9.75031414e-01,  -6.23154238e-02, 1.97369931e-01,  -8.08854628e-01,  -3.75254826e-01,-5.78569967e+00
-9.05884984e+00,  -1.55566941e-01,   8.52883192e-01, 1.16517445e+00,  -8.97929104e+00,   4.10308194e+00, 7.28405453e-01,  -5.11819786e+00,   3.59666039e-01, 1.96427398e+01
1.04278042e+00,  -4.52527971e+00,   3.33742640e+00, 3.27667364e-01,  -4.50689329e+00,  -3.59813137e-01,-2.38313313e+00,   4.04291441e+00,  -3.37904541e+00,-3.18231872e+00
-1.03678776e+00,   5.47297934e-01,  -3.16276014e-01, 3.99043860e-01,  -1.56998267e+00,  -1.10897133e+00,-1.91583800e-01,  -1.85963719e-01,   1.49795114e+00, 1.11186856e+00
-2.19424024e+00,  -2.19183525e+00,   8.09411335e-01,-4.68057052e+00,  -1.63832009e+00,  -3.29095702e+00,-2.27043874e-01,  -2.69562955e+00,   6.11008688e+00, 1.31785760e+00
1.35489008e+00,  -2.24122654e+00,   1.22644611e+00,-1.11018092e+00,  -1.15886810e-01,  -1.22314912e+00,-4.53405965e-01,   5.29335509e-02,  -3.50882106e-01,-3.43083746e-01
1.07177406e+00,  -4.89639778e-01,  -1.67527651e-03, 1.99151714e+00,  -2.34320030e-01,  -9.58420456e-01,-3.30032023e-01,  -3.59309522e-01,   3.01866174e-01,-2.34823922e+00
-1.78720339e-01,  -6.94714795e-01,  -1.87459524e-01, 1.53226004e-01,  -6.63105918e-01,  -1.50159361e+00, 1.16731437e+00,  -1.05050621e+00,   1.13099886e+00, 1.56291955e-01
-3.13985979e-01,  -6.50809420e-01,  -4.77635027e-01,-9.93908911e-01,  -1.31458071e+00,   1.57423075e-01,-1.69740026e-01,  -3.36914919e-01,  -2.42749703e-01, 4.20385709e+00
0.71522352,  1.18230809, -0.33903162, -0.52265068, -0.56326478,1.01117573, -0.61153425,  0.6073753 , -0.53730437,  1.27941721
-0.3502518,NA,NA,NA,NA,NA,NA,NA,NA,NA
